institute_name,course_name,tutor,subject,course_type,learning_format,total_hours,price,price_per_hour,url
Physics Blueprint,PACK พิชิตฟิสิกส์ ม.6 (เล่ม 1+2) (70),ครูพี่ตั้ว,ฟิสิกส์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,64.0,2990.0,46.72,https://www.physicsblueprint.com/courses/m600-70/
Physics Blueprint,พิชิตฟิสิกส์ ม.6 เทอม 2 (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,20.0,1290.0,64.5,https://www.physicsblueprint.com/courses/m602-70/
Physics Blueprint,ตะลุยโจทย์ Physics A-Level Speed Up Pack 3 เล่ม (69),ครูพี่ตั้ว,ฟิสิกส์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,80.0,3490.0,43.62,https://www.physicsblueprint.com/courses/a200-69/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 1] ธรรมชาติและพัฒนาการทางฟิสิกส์ (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,11.0,590.0,53.64,https://www.physicsblueprint.com/courses/p001-70/
Physics Blueprint,พิชิตฟิสิกส์ ม.5 เทอม 2 (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,36.0,2490.0,69.17,https://www.physicsblueprint.com/courses/m502-70/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 2] การเคลื่อนที่แนวตรง (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,14.0,1490.0,106.43,https://www.physicsblueprint.com/courses/p002-70/
Physics Blueprint,Gear Pack  A Physics A-Level  7 เล่ม + พิชิต TPAT3 2 เล่ม (69),ครูพี่ตั้ว,ฟิสิกส์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,310.0,8490.0,27.39,https://www.physicsblueprint.com/courses/b303-69/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 18] ของแข็งและของไหล (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,15.0,1990.0,132.67,https://www.physicsblueprint.com/courses/p018-70/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 5] งานและพลังงาน (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,12.0,1190.0,99.17,https://www.physicsblueprint.com/courses/p005-70/
Physics Blueprint,MOCK TEST Math 2 A-Level (68),ครูพี่ตั้ว,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,19.0,890.0,46.84,https://www.physicsblueprint.com/courses/a306-68/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 19] ฟิสิกส์อะตอม (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,8.0,850.0,106.25,https://www.physicsblueprint.com/courses/p019-70/
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 7] การเคลื่อนที่แนวโค้ง (70),ครูพี่ตั้ว,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,14.0,1190.0,85.0,https://www.physicsblueprint.com/courses/p007-70/
